time_s,pitch_in,roll_in,motor_front,motor_back,motor_left,motor_right,correction_pitch,correction_roll
6.6736,20.96,-39.82,1241,1759,1922,1078,258.68,421.92
6.6881,-17.71,-57.22,1000,2000,2000,1000,1361.21,683.92
6.7031,-12.67,-58.57,1648,1352,1631,1369,-147.80,130.96
6.7157,-3.26,-52.05,1867,1133,1317,1683,-367.32,-182.54
6.7295,2.74,-59.09,1720,1280,1842,1158,-220.30,341.84
6.7416,16.65,-58.83,2000,1000,1576,1424,-598.57,75.65
6.7544,21.40,-46.61,1716,1284,1091,1909,-216.46,-409.27
6.7670,10.52,-51.92,1083,1917,1787,1213,417.15,286.77
6.7800,-6.55,-71.48,1000,2000,2000,1000,667.55,857.72
6.7925,-11.55,-62.55,1281,1719,1235,1765,218.52,-265.17
6.8052,-12.51,-66.04,1442,1558,1735,1265,57.76,234.69
6.8180,-0.72,-57.97,1958,1042,1270,1730,-458.27,-230.04
6.8301,6.26,-58.15,1797,1203,1593,1407,-296.63,92.92
6.8424,10.86,-58.10,1702,1298,1583,1417,-202.09,83.39
6.8552,7.08,-68.24,1362,1638,1997,1003,138.23,496.74
6.8672,5.15,-72.99,1426,1574,1806,1194,73.88,305.71
6.8796,1.18,-69.98,1341,1659,1482,1518,159.50,-18.08
6.8953,-3.67,-63.68,1339,1661,1393,1607,161.15,-106.78
6.9078,-2.94,-67.27,1524,1476,1743,1257,-23.60,242.86
6.9200,-5.69,-69.78,1378,1622,1706,1294,122.43,205.91
6.9325,2.01,-67.35,1810,1190,1502,1498,-309.82,2.22
6.9446,1.86,-75.90,1495,1505,1966,1034,4.60,465.57
6.9569,0.50,-82.72,1444,1556,1900,1100,55.72,399.75
6.9690,-3.02,-85.11,1349,1651,1725,1275,151.18,224.88
6.9810,-1.29,-79.22,1569,1431,1372,1628,-68.96,-128.12
6.9933,-4.65,-80.35,1355,1645,1665,1335,144.75,164.95
7.0058,-5.12,-77.05,1472,1528,1482,1518,27.67,-17.92
7.0180,-2.77,-74.98,1591,1409,1526,1474,-90.96,26.16
7.0320,1.04,-82.40,1636,1364,1887,1113,-136.44,387.15
7.0456,-0.97,-88.02,1423,1577,1837,1163,76.55,337.22
7.0580,-8.30,-85.74,1191,1809,1535,1465,309.21,35.27
7.0703,-4.33,-82.08,1654,1346,1473,1527,-153.69,-27.04
7.0827,-9.02,-77.44,1296,1704,1428,1572,203.84,-72.30
7.0952,-6.72,-77.62,1581,1419,1622,1378,-80.72,122.29
7.1074,-7.35,-81.87,1462,1538,1796,1204,38.05,295.66
7.1199,-6.96,-88.33,1504,1496,1890,1110,-3.96,389.59
7.1344,-6.57,-91.28,1502,1498,1737,1263,-2.39,237.37
7.1469,-9.08,-90.27,1385,1615,1594,1406,115.23,93.75
7.1594,-6.84,-86.83,1578,1422,1491,1509,-78.13,-8.59
7.1722,-6.83,-94.57,1489,1511,1943,1057,11.07,442.99
7.1845,-4.55,-95.26,1585,1415,1670,1330,-84.64,169.75
7.1966,-1.34,-84.21,1629,1371,1169,1831,-129.42,-331.46
7.2103,-3.31,-81.37,1422,1578,1517,1483,78.08,17.26
7.2228,-5.36,-89.01,1409,1591,1938,1062,91.26,438.00
7.2351,-10.37,-95.67,1280,1720,1913,1087,220.43,413.14
7.2479,-14.57,-100.42,1313,1687,1835,1165,187.14,335.11
7.2605,-8.73,-101.71,1717,1283,1703,1297,-217.43,202.71
7.2731,-11.35,-100.43,1378,1622,1599,1401,122.22,98.83
7.2856,-10.04,-95.49,1536,1464,1445,1555,-36.11,-55.36
7.2985,-4.79,-88.78,1695,1305,1372,1628,-195.07,-127.88
7.3111,-5.41,-87.98,1466,1534,1599,1401,33.95,99.27
7.3234,-4.10,-90.06,1546,1454,1719,1281,-45.87,218.71
7.3358,-8.16,-101.06,1323,1677,2000,1000,177.19,594.24
7.3480,-15.39,-107.95,1179,1821,1943,1057,320.64,443.43
7.3627,-15.27,-103.51,1480,1520,1503,1497,20.07,3.40
7.3767,-8.99,-97.70,1710,1290,1438,1562,-209.55,-61.77
7.3893,-6.19,-98.99,1601,1399,1699,1301,-100.58,198.88
7.4015,-2.26,-93.71,1656,1344,1423,1577,-156.43,-76.60
7.4138,-5.18,-92.81,1372,1628,1602,1398,127.72,101.88
7.4261,-8.45,-97.92,1353,1647,1854,1146,146.85,353.88
7.4385,-11.43,-109.70,1361,1639,2000,1000,138.56,638.85
7.4537,-15.93,-112.52,1327,1673,1761,1239,173.18,260.88
7.4663,-15.29,-107.16,1501,1499,1447,1553,-1.20,-52.59
7.4792,-10.11,-102.14,1684,1316,1458,1542,-184.34,-41.97
7.4917,-5.95,-93.49,1656,1344,1294,1706,-156.21,-206.35
7.5038,-6.93,-93.99,1448,1552,1661,1339,52.16,161.08
7.5156,-5.01,-96.33,1573,1427,1743,1257,-72.57,243.11
7.5274,-7.26,-106.97,1392,1608,2000,1000,107.50,610.79
7.5399,-10.41,-114.47,1357,1643,1971,1029,142.89,471.22
7.5562,-16.04,-107.15,1302,1698,1436,1564,198.04,-64.27
7.5689,-17.72,-102.13,1406,1594,1455,1545,94.01,-44.87
7.5815,-12.94,-95.61,1669,1331,1384,1616,-168.99,-115.72
7.5942,-9.16,-90.20,1634,1366,1422,1578,-133.79,-78.07
7.6063,-5.37,-94.07,1647,1353,1801,1199,-147.27,300.67
7.6185,-2.02,-112.58,1633,1367,2000,1000,-132.97,927.15
7.6306,-3.22,-124.97,1444,1556,2000,1000,55.71,699.14
7.6425,-4.84,-119.20,1423,1577,1436,1564,76.62,-63.91
7.6545,-9.31,-108.43,1298,1702,1214,1786,201.51,-286.35
7.6687,-13.74,-93.74,1322,1678,1123,1877,177.90,-376.86
7.6811,-16.13,-91.89,1378,1622,1563,1437,121.87,63.04
7.6941,-13.32,-106.40,1587,1413,2000,1000,-86.79,717.51
7.7064,-7.82,-117.86,1711,1289,2000,1000,-210.54,642.51
7.7201,-4.46,-114.09,1615,1385,1533,1467,-114.63,33.44
7.7345,-7.72,-107.42,1374,1626,1429,1571,126.09,-70.54
7.7469,-9.98,-99.23,1393,1607,1319,1681,107.41,-181.45
7.7595,-13.49,-97.31,1339,1661,1570,1430,160.84,69.75
7.7722,-12.33,-101.80,1526,1474,1829,1171,-25.85,329.47
7.7850,-10.23,-113.41,1565,1435,2000,1000,-65.36,623.66
7.7976,-10.19,-113.27,1485,1515,1664,1336,15.02,164.41
7.8105,-8.44,-106.70,1554,1446,1405,1595,-53.84,-94.52
7.8228,-9.72,-106.68,1432,1568,1659,1341,67.94,159.32
7.8354,-10.27,-102.08,1461,1539,1471,1529,38.56,-29.28
7.8482,-9.28,-99.36,1523,1477,1543,1457,-23.42,42.95
7.8605,-9.84,-100.11,1461,1539,1681,1319,38.86,180.84
7.8729,-10.33,-107.30,1463,1537,1951,1049,36.59,451.08
7.8856,-9.73,-111.79,1508,1492,1845,1155,-7.68,344.70
7.8993,-7.76,-104.41,1559,1441,1388,1612,-58.91,-112.46
7.9117,-6.20,-98.19,1552,1448,1397,1603,-52.26,-103.23
7.9238,-8.24,-104.90,1402,1598,1935,1065,98.01,434.94
7.9386,-8.31,-105.36,1484,1516,1674,1326,16.18,173.93
7.9509,-7.08,-107.47,1538,1462,1747,1253,-38.03,247.35
7.9634,-11.75,-107.93,1294,1706,1681,1319,205.78,180.70
7.9761,-11.66,-105.87,1485,1515,1578,1422,15.31,78.13
7.9889,-9.47,-100.56,1570,1430,1444,1556,-69.98,-56.12
8.0012,-9.16,-102.57,1497,1503,1736,1264,2.50,236.04
8.0138,-6.05,-103.01,1613,1387,1672,1328,-112.97,172.48
8.0260,-6.86,-108.68,1455,1545,1896,1104,44.85,395.93
8.0386,-11.38,-109.46,1302,1698,1696,1304,197.81,195.70
8.0529,-12.50,-102.13,1441,1559,1397,1603,59.28,-102.51
8.0656,-10.64,-97.60,1556,1444,1469,1531,-55.89,-31.33
8.0799,-7.97,-98.10,1580,1420,1665,1335,-80.02,165.28
8.0918,-7.53,-101.32,1506,1494,1788,1212,-5.81,287.94
8.1039,-11.33,-103.83,1325,1675,1760,1240,175.40,260.16
8.1185,-12.98,-111.25,1423,1577,1922,1078,77.36,421.71
8.1312,-10.45,-104.35,1583,1417,1386,1614,-82.54,-114.38
8.1442,-7.11,-98.24,1616,1384,1413,1587,-116.40,-86.86
8.1562,-5.09,-97.51,1575,1425,1617,1383,-75.14,116.65
8.1683,-6.12,-100.15,1447,1553,1760,1240,53.14,260.14
8.1806,-9.83,-104.48,1333,1667,1834,1166,166.95,333.59
8.1929,-10.94,-108.00,1437,1563,1806,1194,62.93,305.97
8.2054,-8.95,-104.45,1565,1435,1516,1484,-64.77,15.58
8.2175,-8.05,-102.80,1524,1476,1587,1413,-23.71,86.95
8.2301,-8.84,-99.14,1454,1546,1504,1496,46.02,4.43
8.2425,-11.40,-96.87,1378,1622,1555,1445,121.73,54.75
8.2569,-13.22,-103.57,1416,1584,1889,1111,84.44,389.00
8.2696,-10.22,-105.88,1601,1399,1751,1249,-101.37,250.80
8.2823,-7.37,-106.61,1600,1400,1690,1310,-99.73,189.72
8.2947,-6.49,-105.00,1524,1476,1594,1406,-24.33,93.67
8.3068,-8.00,-99.50,1424,1576,1423,1577,75.82,-76.91
8.3192,-11.25,-96.41,1351,1649,1521,1479,149.35,21.15
8.3320,-11.40,-101.18,1476,1524,1839,1161,24.39,339.26
8.3469,-11.30,-106.34,1485,1515,1834,1166,15.02,333.86
8.3599,-9.12,-105.32,1569,1431,1620,1380,-68.73,119.97
8.3723,-8.40,-100.09,1515,1485,1440,1560,-15.00,-59.51
8.3846,-9.08,-97.56,1457,1543,1545,1455,42.70,44.76
8.3972,-9.19,-97.70,1480,1520,1653,1347,19.59,153.40
8.4095,-10.28,-100.31,1439,1561,1758,1242,61.17,257.88
8.4224,-10.91,-103.16,1458,1542,1767,1233,42.23,266.55
8.4365,-10.40,-105.85,1501,1499,1756,1244,-1.04,255.54
8.4494,-8.77,-104.24,1549,1451,1595,1405,-48.57,95.36
8.4616,-8.66,-100.34,1490,1510,1492,1508,9.93,-7.90
8.4743,-12.50,-98.28,1329,1671,1568,1432,171.39,67.77
8.4868,-11.35,-97.34,1528,1472,1610,1390,-27.52,109.89
8.4996,-10.06,-100.57,1534,1466,1779,1221,-33.84,278.53
8.5144,-7.37,-103.13,1578,1422,1743,1257,-78.36,242.71
8.5269,-7.72,-105.09,1473,1527,1738,1262,27.04,237.59
8.5391,-8.99,-103.27,1433,1567,1582,1418,67.00,81.90
8.5518,-8.39,-99.85,1510,1490,1517,1483,-9.57,16.74
8.5642,-8.35,-95.84,1488,1512,1484,1516,12.38,-16.30
8.5769,-8.84,-95.65,1466,1534,1638,1362,34.02,137.65
8.5894,-8.06,-100.34,1518,1482,1840,1160,-17.64,339.79
8.6018,-11.03,-102.89,1362,1638,1759,1241,137.78,258.87
8.6168,-11.97,-107.73,1449,1551,1825,1175,50.77,324.67
8.6311,-8.78,-103.83,1597,1403,1521,1479,-96.89,21.15
8.6437,-6.70,-96.86,1571,1429,1370,1630,-71.00,-129.50
8.6558,-6.85,-93.10,1482,1518,1486,1514,17.96,-13.90
8.6707,-8.60,-94.79,1427,1573,1701,1299,73.11,200.74
8.6830,-10.97,-102.34,1386,1614,1962,1038,114.29,462.29
8.6975,-10.89,-111.22,1485,1515,1975,1025,15.07,474.94
8.7105,-11.06,-105.66,1475,1525,1447,1553,24.63,-53.43
8.7232,-8.33,-96.41,1593,1407,1282,1718,-93.49,-217.60
8.7356,-7.50,-90.42,1521,1479,1396,1604,-20.72,-103.93
8.7482,-6.94,-92.26,1510,1490,1713,1287,-10.31,213.41
8.7607,-8.83,-102.38,1410,1590,2000,1000,90.35,560.40
8.7733,-9.67,-109.96,1451,1549,1968,1032,49.35,467.79
8.7858,-9.71,-109.22,1482,1518,1636,1364,17.68,136.31
8.7996,-10.77,-102.36,1444,1556,1407,1593,56.07,-92.90
8.8120,-10.27,-95.65,1503,1497,1375,1625,-3.24,-124.96
8.8280,-10.18,-90.95,1486,1514,1492,1508,13.98,-8.29
8.8409,-7.35,-99.05,1597,1403,1965,1035,-97.14,464.72
8.8533,-6.24,-106.40,1534,1466,1958,1042,-33.88,458.18
8.8656,-7.42,-107.54,1439,1561,1710,1290,60.62,209.89
8.8781,-9.23,-103.67,1412,1588,1503,1497,87.77,2.97
8.8905,-9.63,-97.08,1468,1532,1382,1618,32.10,-117.82
8.9032,-13.27,-94.92,1335,1665,1560,1440,164.75,59.66
8.9160,-15.29,-96.27,1397,1603,1699,1301,103.38,199.48
8.9287,-10.85,-97.39,1657,1343,1693,1307,-156.99,192.54
8.9416,-5.75,-97.59,1688,1312,1657,1343,-187.51,156.53
8.9547,-5.22,-109.54,1511,1489,2000,1000,-10.86,622.83
8.9671,-5.25,-115.40,1489,1511,1912,1088,10.63,411.84
8.9793,-7.60,-101.04,1391,1609,1066,1934,109.26,-434.49
8.9918,-9.48,-90.11,1409,1591,1200,1800,90.97,-299.54
9.0041,-15.73,-91.91,1221,1779,1714,1286,279.21,213.55
9.0207,-14.45,-101.63,1515,1485,1948,1052,-15.32,447.77
9.0334,-9.72,-103.61,1670,1330,1736,1264,-170.08,235.94
9.0460,-6.61,-104.30,1612,1388,1686,1314,-111.94,186.43
9.0581,-6.11,-104.17,1510,1490,1654,1346,-9.93,153.51
9.0703,-6.33,-100.04,1480,1520,1483,1517,20.08,-16.55
9.0842,-8.13,-94.33,1421,1579,1439,1561,78.51,-61.22
9.0969,-12.72,-96.03,1299,1701,1714,1286,201.36,213.68
9.1096,-16.48,-103.32,1326,1674,1945,1055,174.32,444.72
9.1226,-11.72,-100.87,1664,1336,1560,1440,-163.92,59.83
9.1352,-7.96,-96.11,1636,1364,1458,1542,-135.69,-41.94
9.1476,-7.57,-99.32,1503,1497,1781,1219,-2.79,281.22
9.1599,-6.13,-101.24,1548,1452,1733,1267,-47.76,232.74
9.1718,-7.71,-98.24,1420,1580,1524,1476,79.54,24.16
9.1841,-8.70,-99.12,1445,1555,1687,1313,54.88,187.33
9.2001,-10.36,-100.68,1431,1569,1703,1297,69.00,202.68
9.2131,-10.35,-96.54,1483,1517,1489,1511,16.73,-11.49
9.2256,-9.50,-96.05,1518,1482,1627,1373,-18.16,127.43
9.2381,-8.15,-100.50,1540,1460,1832,1168,-40.18,331.73
9.2507,-6.72,-98.91,1545,1455,1588,1412,-45.07,88.28
9.2631,-6.81,-100.60,1485,1515,1722,1278,15.44,222.08
9.2757,-10.33,-103.66,1343,1657,1780,1220,156.78,279.98
9.2884,-8.77,-97.66,1547,1453,1413,1587,-46.66,-86.65
9.3010,-7.65,-93.31,1531,1469,1470,1530,-31.36,-29.55
9.3133,-8.94,-100.43,1433,1567,1943,1057,67.46,443.21
9.3260,-10.35,-107.73,1427,1573,1952,1048,72.65,452.16
9.3385,-8.57,-98.79,1557,1443,1294,1706,-56.73,-206.23
9.3509,-7.67,-91.10,1523,1477,1330,1670,-23.17,-170.22
9.3635,-11.10,-99.90,1346,1654,2000,1000,154.38,502.29
9.3760,-13.54,-104.09,1380,1620,1827,1173,119.53,326.99
9.3911,-9.74,-96.52,1610,1390,1397,1603,-109.59,-102.60
9.4051,-7.32,-96.23,1574,1426,1637,1363,-73.82,137.30
9.4175,-7.18,-103.09,1493,1507,1935,1065,6.75,434.59
9.4297,-7.19,-102.30,1487,1513,1624,1376,12.82,124.44
9.4423,-9.16,-98.31,1406,1594,1493,1507,93.55,-7.48
9.4547,-11.87,-95.26,1371,1629,1523,1477,128.71,23.32
9.4677,-12.33,-94.57,1462,1538,1619,1381,37.83,118.75
9.4803,-9.96,-97.85,1577,1423,1780,1220,-77.47,280.40
9.4929,-9.26,-103.40,1512,1488,1879,1121,-12.24,378.83
9.5055,-7.21,-106.82,1569,1431,1799,1201,-68.89,299.46
9.5179,-7.19,-101.64,1488,1512,1447,1553,11.63,-52.87
9.5304,-9.00,-96.79,1412,1588,1455,1545,87.55,-45.25
9.5428,-10.73,-93.47,1412,1588,1510,1490,87.50,9.92
9.5558,-11.78,-91.58,1440,1560,1568,1432,59.71,68.29
9.5704,-9.09,-97.81,1577,1423,1864,1136,-76.83,363.71
9.5830,-8.75,-103.72,1499,1501,1894,1106,1.29,393.77
9.5954,-7.04,-104.44,1557,1443,1689,1311,-56.73,189.38
9.6095,-8.17,-99.23,1446,1554,1468,1532,53.99,-32.19
9.6218,-9.56,-96.54,1427,1573,1539,1461,72.51,39.20
9.6345,-10.19,-94.43,1458,1542,1562,1438,41.76,62.34
9.6471,-9.73,-94.83,1502,1498,1662,1338,-1.99,161.91
9.6596,-8.98,-99.47,1515,1485,1839,1161,-14.86,338.62
9.6723,-8.00,-102.58,1525,1475,1780,1220,-24.91,280.15
9.6863,-8.54,-99.43,1466,1534,1541,1459,33.77,40.52
9.6988,-9.01,-96.68,1466,1534,1539,1461,34.00,38.91
9.7110,-9.28,-97.41,1473,1527,1680,1320,26.67,179.95
9.7265,-10.62,-96.16,1439,1561,1608,1392,60.84,107.87
9.7391,-10.35,-96.32,1494,1506,1655,1345,6.50,154.80
9.7521,-9.34,-101.55,1523,1477,1857,1143,-23.15,357.48
9.7645,-6.85,-100.03,1588,1412,1593,1407,-88.44,92.78
9.7770,-5.85,-100.20,1530,1470,1661,1339,-29.53,161.15
9.7895,-8.29,-97.54,1388,1612,1544,1456,111.73,43.98
9.8042,-10.81,-94.48,1396,1604,1542,1458,103.63,41.74
9.8187,-12.93,-95.22,1406,1594,1672,1328,94.20,172.48
9.8313,-9.35,-97.77,1626,1374,1752,1248,-126.33,252.00
9.8439,-7.74,-100.19,1551,1449,1750,1250,-50.57,250.50
9.8558,-8.98,-104.55,1433,1567,1844,1156,67.28,344.22
9.8706,-9.02,-99.73,1483,1517,1491,1509,16.59,-9.01
9.8830,-9.33,-93.37,1472,1528,1388,1612,28.21,-112.14
9.8955,-11.54,-92.83,1393,1607,1622,1378,107.43,121.92
9.9086,-11.03,-99.49,1501,1499,1908,1092,-1.20,407.74
9.9212,-10.90,-99.35,1487,1513,1648,1352,12.91,147.80
9.9341,-11.04,-101.11,1476,1524,1724,1276,23.71,224.24
9.9467,-8.05,-101.18,1605,1395,1659,1341,-104.85,158.93
9.9594,-6.79,-97.47,1538,1462,1505,1495,-37.69,4.55
9.9718,-8.36,-95.18,1422,1578,1555,1445,77.58,54.86
9.9844,-9.52,-96.84,1438,1562,1716,1284,62.05,215.59
9.9968,-10.89,-95.11,1427,1573,1577,1423,73.31,77.39
